review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2AXHXMM8TWD1H,5,20,20,N,N
RV8TY2F97O7FG,5,42,43,N,Y
R57KZK2C566CF,1,184,199,N,Y
R3RL9FHKY4C2F9,1,25,35,N,Y
R1LHWCFK646YE6,5,55,56,N,Y
RCCC15PGKR9WG,2,59,80,N,N
R355Z1V2Q6EB7O,5,21,26,N,Y
R17ZP3OT4TZOOF,5,29,36,N,N
R1EA5IJOY8J58S,5,46,46,N,N
R2QG65H6NEFK9H,5,21,22,N,Y
RZQH7CRL3OCN8,4,27,28,N,Y
R2ZW4XZLIDU7MW,5,23,26,N,N
R3OYAL3JPYTBN8,5,16,20,N,N
REFNPMGIKPN99,5,26,31,N,Y
R11PPP73LV3P0L,5,19,21,N,Y
R3UG7Z3022LMIL,1,18,23,N,N
R3M1T7EYJT0EI,3,22,25,N,Y
R3KFSVI8XPR30B,5,19,24,N,Y
RKZ8UTXLS2JFK,5,42,43,N,Y
R3E2JN4GAP7I1B,5,26,28,N,N
R2N5ULYRL5YZ5G,5,189,206,N,Y
RG86EO2WY2KB0,5,54,57,N,Y
REQERSZTLLNDY,1,19,37,N,N
R117K4HAANPKK3,5,28,30,N,Y
RII2ANVTWSSKA,3,49,60,N,N
R1BZH7R6PPZKVS,5,42,44,N,Y
R33H81O4M3788I,5,39,39,N,Y
R30UBWCXYZPMO6,5,17,20,N,N
R2MNL16IKZZTPY,4,46,48,N,N
R12TTU18A24CUC,5,21,26,N,N
R2EWLXHJAJPXTC,3,21,25,N,Y
R38WAS9K7D53UI,4,28,33,N,Y
R259QHFTYQGM38,5,32,34,N,N
R26KY3UR0BAM4N,4,16,20,N,Y
R33HOSTPOJSUB4,4,21,22,N,Y
R34BML5DFJZUBF,3,40,45,N,N
RPG8X95M550F9,5,32,34,N,N
R33IZOWW0KPPVX,5,16,20,N,Y
R3NXJTLO8OMV67,5,23,23,N,N
R1CWY6TE5YR8ML,4,18,20,N,Y
R2KVTYUMXE02UA,5,21,21,N,Y
R2QAAGZYJF8ZAN,3,21,28,N,N
R3H0J5R6OZUKDK,5,21,28,N,N
R2KCE34YAHYN8K,1,25,36,N,N
R2X13RHGGDGQ81,5,21,22,N,Y
R1Y5YIPP8VD9EM,5,32,34,N,N
R39QZ1M18Q878K,5,18,21,N,Y
R1EU0W5U9XBC67,5,51,54,N,Y
RUT4M9QVX58A5,5,20,20,N,Y
R1BKXF0HJ1MVVB,5,18,24,N,Y
RWL7XNY583P2S,1,18,36,N,N
R165015NQSIE4G,5,20,22,N,N
R3352YBJ1T7A0V,5,24,24,N,Y
R2FD5NL7YZO92Q,5,36,38,N,Y
R2CP4I92TS0RMV,3,50,55,N,N
R22RVO1M68V8YL,1,15,24,N,N
R2INN5VN41FYES,5,15,20,N,N
R1MWCZ72N9JTUR,2,106,127,N,N
RPMITEYLLEDEY,1,12,22,N,N
RQNODT9IR2767,1,19,30,N,N
R30F47F6OKS08B,4,23,24,N,N
R32QU82ZSL7W20,4,49,55,N,Y
R2LINMLF64CNDH,5,239,255,N,N
RUEXVLEYN5VM4,1,17,26,N,N
RA96GVFR95UMD,5,19,23,N,Y
R6JAHYOMDK37D,1,42,66,N,N
R3AX1W0KLF3O1X,5,20,21,N,N
R3VHBO7S9KB245,1,12,22,N,N
R3B66N70XHP5BF,2,21,30,N,N
R2BXMCD48CAMFC,5,24,26,N,N
R1LUFRL3C9OTC2,5,32,32,N,N
R36HUS0E31LI13,5,40,41,N,N
RQR4D4QN0747X,5,20,20,N,N
R3F318ZBQN54V1,5,19,21,N,N
RJG4HYLXLFMVW,3,53,67,N,N
R3U5IEGQZRPPXQ,4,114,137,N,N
R4EJ75LP0JCQ0,1,14,20,N,N
R3NTUP77V6LAUW,5,24,24,N,Y
R3GQ76BHJEM8MP,4,20,22,N,N
R49ORA1F37PZA,5,13,20,N,Y
RUEGAU5PPW04I,4,57,65,N,N
RZHFRF56DO7JP,5,27,28,N,Y
R3QXFE54FXRU7M,5,80,83,N,Y
R32NRPCGVNKHIS,1,15,28,N,N
R2ES2WLF9OB1MK,2,14,24,N,N
R2CZ9YMMS1PGDU,5,26,28,N,Y
R3AK9JXWXEF9QH,5,34,34,N,Y
R2WKQW9ZFDISRY,4,184,200,N,N
R3D6KCPRN2N8JN,5,16,21,N,N
RW200BJ3ILV5Q,5,27,31,N,N
RNYL2B5VLXJR5,3,16,26,N,N
RCUC51WX0KMOB,5,19,31,N,N
R3D4CL15KA9AY0,1,37,59,N,Y
R15TGA6KMGVDAA,1,22,35,N,N
R2ZK29K56VE3UD,5,35,38,N,Y
R1VQ3JRATHAQNP,1,58,91,N,N
R3JIRX4Y5JIJZ5,5,24,26,N,Y
RZ3PV94BSDZ3T,1,25,44,N,Y
RJOVMY63YRBWB,1,13,26,N,N
RRUXDW7MW3CE8,5,14,24,N,N
R25J0HM3DHJKGK,3,27,39,N,N
RDB9SXR9HJK71,1,18,28,N,N
R2QCIV4NHBV4Z1,3,15,22,N,Y
R37ZKYQHI5GC54,1,46,73,N,N
R8Q5ZCD9X975U,5,20,22,N,Y
RGHK60X666MQN,1,25,46,N,N
R1LTQJRC8VRU8K,5,52,59,N,Y
RLN6RL78U9KE7,3,14,23,N,N
R1YGMJONHY68US,5,53,58,N,N
R23ONNEWLH49U3,5,10,20,N,Y
RP1JYLHXFI27D,5,34,34,N,N
R1WXGBW312NVHP,4,14,24,N,N
R1T285UE6P0O1W,1,20,40,N,N
RI7HEHB2YNMVO,5,45,50,N,Y
R28IV36AVRZ6KU,2,19,30,N,N
RFUB1UFFYR4SF,1,32,47,N,N
R10CBBJ4DQ55HH,5,23,23,N,Y
R2DAKM38WK1C0Y,5,34,36,N,Y
R3DMVISMQX7RHI,1,23,37,N,Y
ROK6T7X10S01M,5,27,28,N,N
R2GL1BB6K2APG6,5,27,29,N,Y
R1HQ77WEA5XS86,5,20,21,N,N
R1PGRSXZWXLE1N,1,26,40,N,N
R2SO8NJGIK5J1A,1,21,21,N,N
R2TKSAKDBZ0IG5,5,27,29,N,N
R19A0O1HJ0HZF0,1,18,24,N,N
R1H76VXL2TSW4F,5,28,28,N,Y
R2UOAQLMS6EIEU,1,24,37,N,N
R33ATYY16B788E,1,14,20,N,N
R21EXVDFHCXMXD,1,25,34,N,N
R3PF8H25WATF79,5,11,20,N,Y
R386OIYSWFCCQY,5,16,25,N,Y
R2SSHP8J0X3022,5,39,40,N,Y
R1SQP2TE515CK2,3,33,37,N,N
R1KOK37NTUZLZ7,1,14,24,N,N
R26UZ1M131O27D,5,10,20,N,Y
RG9Z2BXUMANEI,1,29,45,N,N
R2NHPM63UWZ4YB,1,32,50,N,N
R1O0QNHZTAMQWW,1,28,45,N,N
R1NBOL2WJMY9J5,5,75,84,N,N
RRRP4JZ054A2M,4,79,99,N,N
RVGJXUKBKT2DT,5,27,28,N,N
R3NZSNSOR2GSOP,5,27,27,N,N
R263BN4J7DSLWR,5,28,28,N,Y
RSQZBZ3LTYNOH,4,280,303,N,N
R3K4XT55Y104UG,5,21,25,N,N
R136M9TYSMMK9K,2,18,26,N,Y
R2UI6OIW45UAMK,5,24,26,N,Y
R2LV5ICSR7SCDJ,5,28,30,N,N
R105OXXKWLY84P,5,15,21,N,N
R171UTFO3A1UBB,5,23,25,N,Y
R1GK5UPN36DZ8E,5,21,22,N,N
R16MVYRRX9BSGC,5,22,25,N,N
RP1USD8F2JJEX,1,38,74,N,Y
R174DTPD9JVEFH,5,22,22,N,Y
RF6XYTKYYRL68,1,33,33,N,N
R1WGEH2T6UIPBR,5,38,40,N,Y
R2C36L5N0S2MB8,4,17,22,N,Y
R2C3TQJFTW2WY8,2,34,37,N,Y
R3HS4H55H7LRWS,4,24,32,N,N
R2XEJ6XQHZU2XB,5,40,44,N,Y
R40H05NH1NBZD,5,18,21,N,Y
R2EZVWZNYV5U22,4,19,24,N,Y
R38VY6J6J3FC9A,5,32,37,N,Y
R2ZCKXSQ16PDLQ,5,24,26,N,Y
R3D0GR0NA7HGKY,1,18,23,N,N
R3POK48TLGWPX8,5,16,24,N,N
R3P6E1S0ZLD49G,4,59,64,N,Y
R1JY4ZFU2ZTH98,4,41,47,N,N
RJRGL9OAUCLL3,3,14,27,N,N
R3L5JR62S1Q073,5,49,60,N,N
R3CP8DUJEU9TMH,1,33,35,N,N
R3VH8S2JE7RU9E,5,79,86,N,N
R23HUSCYGSG9KK,5,30,30,N,N
R3NLUU334HE515,5,22,22,N,Y
RFMH7A5JOXWV6,5,19,20,N,N
R1WL2UFCB4J3A0,1,30,38,N,N
R56D1IBR361YZ,5,34,37,N,N
RUXOH8WAWN2KW,5,20,20,N,Y
R2E0102RANZJ4F,2,20,36,N,Y
R2RYWO2O0I2MBU,1,27,35,N,N
RG3ZHNTITVQS8,5,31,34,N,Y
R20K5GEW4F0TID,1,25,37,N,N
R542D2EVTQ01M,1,15,24,N,Y
R9B44AYII6MCT,5,20,22,N,N
R2DEBZICPO2ZVC,1,19,28,N,N
R1E41731O816CA,1,32,41,N,N
RVGPTX9L1AGR5,2,17,23,N,N
R1EAIRFC9FF9XI,1,18,30,N,N
RWLZUBISWI1U6,1,19,33,N,N
R2DXD56SI20U8C,1,42,54,N,N
R39HEK0JXAS6SU,5,19,22,N,Y
RMW356KRJ6IZ0,4,25,30,N,N
R5W3UP5QH9SKS,5,47,49,N,N
R2FBZ3QTPQ7RK4,1,57,73,N,N
RG4YKNSOHBZVD,5,21,22,N,Y
R2STCA14MGPUK8,5,19,21,N,Y
RKS8MT8TPB68L,4,20,22,N,Y
R3PM3FDNV487OD,5,22,24,N,N
RX8FEMRXHVTUD,5,21,25,N,N
R1WUVPK5RYF1Q6,5,57,57,N,N
R3M8YDFF3L4UI7,5,18,22,N,Y
R17920ZPB4ZZHM,5,16,24,N,N
R1YD3AESO2OBY5,5,77,85,N,N
R1U5AGMECFFILJ,5,36,37,N,Y
R2V139DR3YI8ZX,5,29,30,N,Y
R14YN1SX55PEWS,5,19,20,N,Y
R59M4ZZC2QPF7,1,13,26,N,Y
R3LAG1W8TYL2KY,4,23,23,N,Y
R30LF3SQ93W504,5,23,27,N,N
R1XWNS2D5CVB36,5,32,37,N,N
R1HGT201HNMTP5,5,19,24,N,N
R20OVVO5EME272,1,22,26,N,N
R309GS1L9Q1YAX,5,17,22,N,N
R3HCI1EQS6XZRX,2,11,22,N,N
R3P6NMP8L0OG6R,5,15,21,N,N
R35TWTNT1L65AW,5,42,42,N,Y
R20IGUHLOT5RU7,5,470,499,N,N
R2JMOWIDOS0SRL,3,138,185,N,N
R3Z6E9D87ZVIZ,5,66,78,N,N
R148O5W6HQSWEZ,5,21,21,N,Y
R37OL446JU6ERM,5,48,50,N,Y
R3VBC9W8NQUK5B,5,20,20,N,N
R8IFZLT0PNZZ6,5,18,20,N,Y
R14582PD1NK8JE,5,20,20,N,Y
R34V857RFSDGWC,5,70,71,N,Y
R8HO26G8J8J1I,4,18,20,N,Y
R3FVHU9HL1WEZE,5,32,32,N,N
R34T9UZ4TUYKN2,4,38,46,N,Y
RIZXQ19WTV8AZ,5,34,35,N,N
R1SXT521NWRWM8,5,30,30,N,Y
R2V8XO89GKKDYC,5,54,60,N,N
R3HFW2508YRSN7,4,90,100,N,N
R19X4K8W2SP9KS,4,42,47,N,N
R3DDNY23AW0G9,5,17,21,N,Y
R3M3Q51P3K85LA,5,19,20,N,Y
R3QZNJ76T8KSFE,5,15,24,N,Y
R1429CJ5GG1NYO,5,69,69,N,N
R1V3UT01MRQKP9,5,22,22,N,Y
R26NU1UG0V2ODH,4,15,26,N,N
R2CR4I28PGYZ8B,5,17,21,N,N
RSSM9QEB6PIJ2,4,20,21,N,N
R2VDT4OPQR8GHA,5,20,20,N,Y
R2ZWUBCGN6TBQJ,3,22,22,N,Y
R3RNVKTTH7ERC9,5,55,59,N,N
R1W2NDJ6APNOHB,5,20,20,N,Y
R1TVVWPOWGFNZX,5,63,66,N,N
R27E9PXZFVAK2P,1,19,21,N,N
R9Q9YSVVWEA5Q,4,17,20,N,N
RDVDZ4XT5IYJA,4,15,22,N,N
R188N10I7XV2TX,3,15,21,N,N
R3T17JCCJMFFA7,5,17,20,N,Y
R2CX9CUF9K9RVO,1,24,34,N,N
RKJM6CLLX868C,1,36,47,N,N
R21FHFC75G0M4T,1,76,92,N,N
R2EJ9YFIUSJYT7,1,20,31,N,N
R3V3QDSBJDT08S,1,36,50,N,N
R2Q2NP5RNAIA3U,1,32,42,N,N
R1RAB5L1UNDKQW,5,26,27,N,Y
R1A2DFFWZ4XT85,1,31,41,N,N
R2HYABUH0LPXBL,5,25,25,N,Y
RW3M4ZX26VN3H,1,36,47,N,N
R1VLEK7KXMK018,5,17,21,N,Y
R1VQRW7JVE40OZ,5,22,22,N,N
R32VZQ95G72KG3,5,21,22,N,Y
R3RVSH28WQE7TM,5,34,37,N,Y
R3TWH5OHOKWEIF,5,44,44,N,Y
R94PQNXAXP109,2,17,24,N,Y
RI62GU58AKQ6K,5,19,22,N,N
R35P41YL9SXAPH,3,17,26,N,Y
RC6LT2KKFP4MM,5,23,24,N,N
R1M3FXC4I25X1W,3,26,36,N,Y
R1KPMK8EI2MBQI,5,16,21,N,Y
R285CP3XRF6KY5,3,21,22,N,N
R2DS39AVIKF466,5,11,20,N,Y
R2C31P6FMIK2PD,4,20,22,N,N
R3KJO9FBDWJI8C,5,20,22,N,Y
R20XUO49O647NO,5,67,73,N,N
R24MHPJP8POW98,1,15,21,N,N
R1537NWNIFJ8CF,5,25,25,N,Y
R16DW4XH0YI4YR,5,103,110,N,Y
R27UQO6S55Q6PJ,2,20,32,N,N
R3MT4H6BSLRRM9,5,53,59,N,Y
R7YC2N5THV4B6,5,41,44,N,N
R3TPWSRSLCABRK,4,23,29,N,Y
RYU4Q106OO96H,4,24,24,N,N
R1XLO0A8RK45PJ,5,28,35,N,Y
R38WZGPCIRC25V,5,28,30,N,Y
R1MGYC8EUOADXR,1,43,47,N,N
R2HUJVIF8KHON9,5,19,20,N,Y
R21T0KW5LH90GK,5,22,22,N,N
R2U8JAQCVMJFG4,1,61,71,N,N
R1BXDIK36F84YW,5,21,25,N,N
R2H8XBNTWNVSDR,5,94,95,N,N
RFB2AMOEGI6SN,1,12,24,N,Y
RF7F5TJV9QEUI,5,18,20,N,N
RF38BT354WAEH,5,18,20,N,Y
RI4GHABPH6AFF,4,20,25,N,N
R19RGEEOGRALUP,3,34,42,N,N
R1S5W71SSOKF7T,5,52,56,N,Y
R2Z3PVDZF8WHXZ,1,20,23,N,N
R2PA8DJAI2ZJOX,5,19,24,N,N
R38NBPGV2Z3872,1,41,56,N,N
R31PQYPJFNH523,5,46,49,N,Y
RAUACU6Z38IX5,1,17,21,N,N
R3TL7STCFPAO7M,5,23,23,N,Y
R2SADLQ37Y82UR,4,24,24,N,Y
R3NYDZIE1EUNE2,4,55,55,N,N
R3KYZY9Z5VX21T,5,60,61,N,N
R3W31XTOZFISOZ,5,28,29,N,Y
R11SC6ZVX16K1,5,34,41,N,N
R1KA1NBA5YZ9HE,5,27,27,N,N
R14FQ93UYZ9844,5,71,72,N,N
R2UJ9Y22P0J9CZ,4,21,21,N,Y
RQANJWY9DMSPR,2,21,29,N,N
R19ZY1INAX2ORM,4,22,23,N,N
R3PU5UTX323CHE,5,20,22,N,Y
R2XZM7ABDAKA48,1,11,20,N,N
R2W7U9AY8FCB6S,1,24,25,N,N
R2DC4Q7N7C9SKA,5,25,27,N,Y
R6YGZFWJU827D,1,21,33,N,N
RDGCXJ4W6QKEJ,5,28,49,N,N
R4MP3SW0IDS59,5,57,61,N,N
R3BJO7F52MJZRJ,5,58,59,N,Y
R2MPMLPFOIU1E4,1,46,55,N,N
RKFJ9QEYIT8BQ,5,48,54,N,Y
R21QPT9SJ9VVIM,5,15,20,N,Y
R39R6CRL1IS7M,1,29,31,N,N
R190D59LAGJSIR,5,75,89,N,Y
ROKAKE1DFYO3D,3,23,27,N,Y
R1YVJPF04P7OXG,3,27,32,N,N
RX8GY62GD7UHK,1,25,37,N,Y
RP0XQRYG1UROS,1,15,20,N,N
R29HS91SA0TV2A,4,43,51,N,N
R2568M0R045ZS3,5,84,84,N,N
RNKN4T49M5KFJ,5,22,23,N,N
RPYQYN6WL9O2C,5,25,28,N,N
R2G4H3WO2HCMEE,3,24,35,N,N
R3JX33MOPI2B33,5,36,36,N,Y
RK9LRS6ZV9XAY,5,20,20,N,N
R13CVGVCLWMWJM,2,55,57,N,N
R3430TA4U3QHGM,5,21,22,N,N
R20PHUBGZAHRCU,3,24,24,N,Y
RYUN8I2IORN1P,5,12,20,N,N
RURJ8M78X13F7,5,16,21,N,Y
RWKLIVLH7YNLL,5,35,41,N,N
R2SP68XRXE0NMX,5,20,20,N,N
RJKH9NTCBVZ5I,5,52,53,N,Y
R3LD6OIP0AVLAA,5,105,106,N,Y
R2JPUTD24NLX63,5,22,25,N,Y
R15ETDFRG857O9,5,31,37,N,N
R1XHED9CQSMZQP,5,57,58,N,N
REWTKUGW6YES1,5,23,25,N,N
R37RORQOZ5M2UK,4,31,37,N,Y
R2M4YYNDR88WCR,5,35,35,N,N
R1JN9A5MUUUQLD,5,21,22,N,N
R35PE05EE9YNZB,5,19,20,N,Y
R1JBVCF79PXQE7,5,23,24,N,N
RDI23FU6JBBP7,4,20,28,N,Y
R2XCX01PYHASU7,2,24,28,N,N
R1CS1UJLCJIG53,5,23,24,N,Y
R33NQYS3VWPAVK,5,173,186,N,N
R1W1OP5OODDRW,5,19,20,N,Y
R2F2TNJ1WPULU1,5,79,81,N,N
R2V60P26I21R9U,4,46,65,N,N
R3812UXI7XAOFQ,5,25,27,N,N
R16GMBGGYS0Y9V,5,17,29,N,Y
R33AB8A03JO0R3,5,22,23,N,N
R1LW9M1L06Z8YU,1,33,35,N,N
R3H9PRKJ4M1VFK,5,23,24,N,N
RNRQ6HU5PBVU4,1,44,50,N,N
R231A3T1X37LMZ,5,24,27,N,Y
R2BI9ATQ7M8HJ,5,27,31,N,N
R3QOJZ8PMKRA98,5,20,22,N,Y
R2INKSSL0QNG5N,5,23,26,N,N
R2ECP8I0V465S1,2,13,25,N,N
R2GVTZTLEP8JJG,2,20,24,N,Y
R1KN6Q5VRT3G05,5,23,24,N,N
R1QEEE460KR71G,5,29,31,N,Y
R3FYKAH2KXWU6J,3,41,48,N,N
R25MWGDZ8YRZKU,5,21,21,N,Y
R3APH19ID79DRL,5,23,31,N,N
RUC330OMJNWQ1,3,23,34,N,Y
RKZMVW90UGFMT,5,23,29,N,Y
R1AGWC2FZ7S5KB,1,22,22,N,N
R3UJ2HY95KM9AH,5,21,26,N,N
R1SFLCBBIET888,5,25,25,N,N
RNERD1N2J7E5W,5,29,34,N,N
R1MDVEV7N4GCJV,1,24,25,N,N
R17YYRAD3Q5ED1,1,20,21,N,N
R7OV8Y3NVMC6H,5,25,28,N,Y
R2O6D7TF4EFNEF,5,22,22,N,N
R3GOMFFJCGNME9,5,35,35,N,Y
R3EDCJBMYU6Q42,5,31,32,N,N
R1NADVZZVR9LG3,5,21,22,N,N
R35BRF2LT8BVFN,5,25,25,N,N
R321B40K7LON1H,5,55,55,N,N
RNXBZBEFWJFAH,1,49,51,N,Y
RGFRO36Z1YMJ0,4,44,45,N,Y
R3OTDQVH5GFV37,4,21,24,N,Y
R38XX7AW2J15CK,1,20,20,N,Y
R282NXJNAJNABL,5,14,20,N,Y
R2KD3LGB8MC8V,4,32,34,N,N
R2FL4CX2PAXPBZ,1,22,23,N,Y
RPHGA2I76V8BV,1,12,23,N,Y
RFQVS3ALAEPLE,5,26,26,N,N
RN5E28NR9KMV2,1,17,21,N,Y
R1D3PYR0TKH7GD,5,34,36,N,Y
R37D6E9M68SAB0,5,23,25,N,N
R21E6IWMEZGBZZ,5,70,75,N,Y
R3PF9UUEJIH39K,5,18,20,N,Y
R2LZYUNGQHGFYH,4,23,23,N,N
R2YTJ07MQM2O5N,3,20,22,N,Y
R3NH9293SMU478,3,18,20,N,Y
R1F5GIRMCRHZWI,5,26,26,N,Y
R381O9D55WWKFD,5,27,27,N,N
R1PELE5STZL93J,1,27,28,N,Y
R2MSLG6SFP0O23,5,27,27,N,Y
R1KAP34UFTIJ29,5,13,20,N,N
R1YY8Z8UNOD70R,5,25,25,N,N
R1TWMQS6RQKK5D,5,78,84,N,N
R3QBX5HK6W4N6U,5,29,31,N,Y
R1L0BAHAWQ4HYA,5,44,45,N,Y
R141I3ZMFBHLWT,3,42,49,N,N
R3JMK36GCQ6JGJ,3,27,32,N,N
R2S58WAD02RAY4,5,21,22,N,N
R1U1332O7ERRS9,3,15,20,N,N
R8HNUU007LRF8,5,18,25,N,N
R23SMSZ8014KQA,5,17,21,N,N
R2FRZFHPLI0MUF,4,19,20,N,N
R1IJOPLHA1M9UU,5,22,25,N,N
RVNPWIRU293QK,5,65,65,N,N
R3JXS3ECSUDBQZ,4,36,37,N,Y
RZ8P4OCHK8GRO,5,19,20,N,N
R2FZLZVZ5P90MV,5,43,46,N,Y
R1BMGHAU60IK0H,5,27,28,N,Y
R2Y0KGJBM9TS4J,5,18,20,N,N
RFBQ8UKY5GQFY,1,21,33,N,N
R30XP83BHPPH81,5,104,106,N,N
R3O0RD9R12YBH1,4,29,30,N,N
R2K9MBT1VFKJPY,5,18,20,N,Y
R2O2FAKZJZHYPD,5,27,31,N,Y
R1ZHFF12G17H03,5,75,79,N,Y
RU01IZA4SLD6M,3,46,51,N,Y
R31OF2WP64TMKK,1,21,21,N,Y
R1TFHTZ1GQNO27,3,18,24,N,N
RU0MJ6812CO0J,5,27,27,N,Y
R38P8W4YBN341H,3,18,25,N,N
R1NR3AGXK656PF,4,33,35,N,N
R3IC697HV9C973,1,17,34,N,N
R77VYRFFFS0GQ,4,30,33,N,Y
R2RVZJ107EFZAD,5,51,51,N,N
R12WJKOFS26Y0T,5,20,20,N,N
R1VSVCHIJSO3CM,5,36,37,N,N
R150H97R0KH1X3,5,30,32,N,N
RRSBJ819OB3RG,5,41,49,N,N
R1T0JLRGXU1U5X,5,116,124,N,Y
R2P4B8H2OEE3JX,2,26,28,N,N
R2Y5DFN9K2CMPH,5,34,39,N,Y
R26JIQM2XNXB7V,5,24,28,N,Y
R243369SUZOAUT,5,18,20,N,Y
R2I7EI9VIJBTN9,5,21,24,N,N
RCSHI0KU8A3GD,5,62,64,N,N
R314YNB8PGM05N,4,84,89,N,N
R2I2KP9R4WJ97Y,2,13,20,N,N
R734UYORUUDEN,5,23,24,N,Y
R2T7LJX5TE88LX,2,43,49,N,N
R1KW7VNC8U9RZY,4,24,28,N,N
R1HO2I5GAVSWWL,5,42,42,N,Y
R3CH0FBJTIJ0SG,5,22,25,N,N
R1YPTA7APISFFS,1,30,30,N,Y
R22H5B0CRIF5SV,5,20,20,N,Y
R1Y2FGKYA2FSZ3,5,134,143,N,N
RI2MT0HTR5TB7,5,26,26,N,N
R2JE842NZA6AOM,1,24,35,N,N
R3A0PQXROH90AO,4,19,21,N,N
RV9P9F272AE1S,5,19,20,N,N
R2YI6G028KPTEG,5,27,27,N,Y
R1XRA06QRB5KOM,5,20,24,N,Y
R15ON5Z0ESUWL2,5,23,24,N,Y
R1ZGEXM44GZO4J,3,24,36,N,Y
RR9ZS3T4U58T,5,65,67,N,Y
R3KZGEXANHIJSG,3,17,20,N,Y
R1T3C4GLT6QQ3Z,1,11,21,N,Y
R1ZGF9AU8EM7F7,2,15,20,N,Y
R2JROEZIFD3G6N,5,22,23,N,N
R2O32QMAAXTOXL,1,25,26,N,N
R1DVTA47FN48N4,4,30,31,N,N
R30HZDL212H1Y2,2,17,20,N,Y
R3ARU56AITWGJI,4,127,155,N,Y
R58LKIZ1ANYKC,1,64,86,N,N
R3JTOOQ8S7ES1X,2,61,79,N,N
RM2E6A05LTO1K,5,90,95,N,N
R3CGC8LBQ84QOH,5,46,47,N,N
R2NI6VWSC71XBC,1,20,27,N,N
R1C5XZ0KXKT8ZU,3,63,81,N,N
R1EBW5ZSR9OEVA,4,50,52,N,Y
R1J3FER6W0B4VI,1,14,21,N,N
R1Z58J7ZLM7SPK,5,19,21,N,N
R2M4RUM29FJJI3,3,83,87,N,N
R1E30SK55DVH6G,5,30,32,N,Y
R1MCW32BOK84ME,5,21,22,N,Y
R2APEQZIUJRDXD,5,23,24,N,Y
R21PW424H1KF26,5,20,20,N,N
R18S3FZTRAX2KC,1,16,21,N,N
RPJWC7532YBKD,4,53,56,N,Y
R2CHYP82WX3EH2,5,17,20,N,Y
R3DC40PTLVI75V,5,145,155,N,N
R17JKD7DO0LL3S,3,29,33,N,N
R105R2W746A9TA,4,29,32,N,Y
R5M560S09PTIF,1,35,43,N,Y
R1CIF4HROO2D30,2,12,21,N,N
R33KM8HQFTPC4O,4,179,202,N,N
R1KKN0ODAPS168,1,24,37,N,N
R4VBTZLOIJAQ3,5,13,24,N,N
R24X4FCC9WSR0H,2,29,36,N,N
R9EJT9ZH157BL,3,15,24,N,N
RLUVUQGCNW56H,5,29,29,N,Y
R1I27ZEGS5QXZ7,2,17,21,N,N
R1O6FH86WGAU24,5,21,21,N,Y
RHGYHIH93WWBT,5,24,25,N,Y
ROZ18FO47XYQD,2,22,32,N,Y
R1RJ5XMB0V76J5,5,20,22,N,Y
R3QLGF8RPXS7JE,5,26,26,N,Y
R2JP2K4L02YWRC,4,32,35,N,N
R3KVQQN5B0RZLA,5,31,32,N,Y
R1G2MLH7Q7YHCG,1,18,28,N,N
R303SQ3PDLYWFH,5,21,22,N,N
R2QWL9D8V5K8H2,4,42,46,N,Y
R251ZQSCRGFKB7,1,15,26,N,N
R1ZM4X1B4I4T4N,5,26,26,N,N
R2Q72N6VIN9E6V,5,25,25,N,N
RSUPVASKMKJR3,3,134,138,N,N
R1IJ4LFRDRW4LD,5,33,36,N,Y
R16K8STXKHZSTL,5,35,37,N,Y
RJWMIZC1118PX,5,24,27,N,N
R1AGRFMNTJO8C,2,14,24,N,Y
R3I8YBY9DHCRCQ,5,21,21,N,N
RTIFFLQT6JSCG,5,23,23,N,N
RJ18OL8JSG2TL,5,54,59,N,Y
R2J1FLC8G4SF3Y,5,61,62,N,Y
R3O8W8VHJS0C5S,5,205,210,N,Y
R4OA01IVXGJQ3,5,62,63,N,N
R3HLWW9VM4VFLX,2,12,21,N,N
R2ALDKH2J2MY4R,5,27,30,N,N
R2LU9PY4CHHS91,5,18,21,N,N
R1DHKDMDJLCUDK,5,25,27,N,Y
R1GI124PS7QMF3,5,19,23,N,N
RMWA5N9ULOXP8,5,20,20,N,Y
R1P9QJJZYNRYJL,1,12,20,N,Y
R17I7TQ3GPMQR8,3,19,21,N,Y
R3V59YXA2UXE2X,5,67,69,N,Y
R2ZCQN0HA9PMU8,1,22,31,N,Y
R3AUUI1MT06ZH1,4,27,27,N,Y
R9N16TP55VSFY,1,16,25,N,N
R316PZ59K10SVA,4,22,24,N,N
R1MSJE7ELJPWVV,1,18,20,N,N
RAOI5R61D3DNM,1,12,24,N,Y
RR3I1FRX4PLPC,5,72,74,N,Y
RNMGF5LBLAV6X,5,39,40,N,N
R95HV5BYZ0S5M,5,68,72,N,N
R2YH3I9TM2EOU4,5,35,37,N,Y
R3VP7EGPYWDPLO,2,47,67,N,N
R3LCPE2H7U1D4E,4,203,217,N,N
R7QP61WR9QQPB,3,50,55,N,N
R371SCP5TGPLKI,5,39,48,N,Y
R1Z083WD9KP1IT,5,51,55,N,N
ROET6YKQEKE0N,5,51,58,N,Y
R1MXQ3Q81HG1R3,1,22,28,N,N
R1S3QEZKQUORSU,5,26,29,N,Y
R3LE0O84WBSD3C,5,17,20,N,N
R13F85T46VI4E1,5,54,60,N,N
RZ8UGEQNI0TGN,4,18,21,N,N
